Date,Region,Product,Channel,SalesRep,Quantity,UnitPrice,DiscountRate,Revenue
2024-05-05,South,Widget C,Retail,Eva,83,24.13,0.14,1722.4
2024-04-04,North,Widget B,Retail,Derek,14,47.77,0.12,588.53
2024-10-10,South,Widget A,Retail,Alice,28,36.36,0.22,794.1
2024-03-17,South,Widget C,Distributor,Eva,97,25.39,0.04,2364.32
2024-01-02,North,Widget D,Retail,Eva,10,30.95,0.16,259.98
2024-02-28,North,Widget A,Distributor,Derek,23,17.52,0.16,338.49
2024-01-21,East,Widget A,Distributor,Bob,87,19.02,0.06,1555.46
2024-11-10,West,Widget D,Retail,Eva,97,21.61,0.25,1572.13
2024-03-26,West,Widget D,Retail,Charlie,83,12.47,0.3,724.51
2024-05-20,East,Widget D,Retail,Charlie,28,29.93,0.25,628.53
2024-05-19,West,Widget A,Retail,Alice,36,18.46,0.14,571.52
2024-12-11,South,Widget D,Online,Eva,81,28.08,0.16,1910.56
2024-04-28,East,Widget C,Online,Derek,94,30.51,0.28,2064.92
2024-07-13,East,Widget B,Distributor,Alice,52,19.85,0.12,908.34
2024-08-12,South,Widget A,Online,Eva,67,33.75,0.12,1989.9
2024-08-22,North,Widget C,Retail,Eva,41,45.71,0.15,1592.99
2024-01-05,North,Widget A,Retail,Alice,92,43.69,0.09,3657.73
2024-10-04,North,Widget D,Online,Eva,10,39.28,0.01,388.87
2024-08-29,North,Widget C,Retail,Charlie,55,26.8,0.06,1385.56
2024-01-21,South,Widget A,Distributor,Alice,40,34.28,0.01,1357.49
2024-11-25,South,Widget D,Online,Alice,25,21.26,0.02,520.87
2024-05-22,West,Widget B,Distributor,Bob,92,44.75,0.08,3787.64
2024-06-28,East,Widget D,Online,Eva,56,13.71,0.24,583.5
2024-12-04,South,Widget D,Retail,Bob,18,33.45,0.28,433.51
2024-11-11,West,Widget A,Retail,Derek,1,18.2,0.21,14.38
2024-02-03,South,Widget D,Online,Derek,30,32.04,0.03,932.36
2024-12-11,East,Widget C,Distributor,Bob,29,23.03,0.23,514.26
2024-04-06,North,Widget A,Online,Alice,77,36.95,0.18,2333.02
2024-10-19,East,Widget D,Distributor,Derek,21,10.73,0.08,207.3
2024-04-03,South,Widget D,Distributor,Eva,25,46.36,0.12,1019.92
2024-06-30,North,Widget C,Retail,Bob,54,43.34,0.21,1848.88
2024-06-04,West,Widget C,Distributor,Alice,16,15.5,0.3,173.6
2024-03-21,North,Widget B,Online,Bob,39,22.03,0.17,713.11
2024-09-05,West,Widget C,Online,Eva,6,38.63,0.27,169.2
2024-03-23,South,Widget B,Retail,Bob,12,40.75,0.26,361.86
2024-06-17,North,Widget A,Retail,Charlie,33,26.45,0.18,715.74
2024-07-11,East,Widget C,Online,Eva,8,16.51,0.01,130.76
2024-12-19,South,Widget A,Online,Eva,38,15.83,0.1,541.39
2024-03-26,North,Widget B,Distributor,Charlie,68,40.43,0.14,2364.35
2024-07-21,North,Widget D,Distributor,Alice,89,47.57,0.17,3514.0
2024-10-25,North,Widget B,Online,Eva,91,32.64,0.01,2940.54
2024-07-20,South,Widget B,Distributor,Derek,22,39.87,0.17,728.03
2024-12-21,South,Widget C,Distributor,Charlie,91,32.62,0.15,2523.16
2024-02-02,East,Widget C,Distributor,Derek,15,44.69,0.25,502.76
2024-01-27,North,Widget C,Online,Alice,41,37.92,0.11,1383.7
2024-04-07,South,Widget B,Retail,Derek,40,22.56,0.08,830.21
2024-07-14,West,Widget B,Distributor,Eva,9,26.24,0.2,188.93
2024-08-06,West,Widget B,Distributor,Alice,8,13.44,0.02,105.37
2024-08-20,East,Widget C,Retail,Charlie,99,16.34,0.19,1310.3
2024-03-26,East,Widget A,Online,Bob,1,36.5,0.23,28.1
2024-02-24,West,Widget C,Online,Charlie,46,39.71,0.05,1735.33
2024-03-08,East,Widget D,Distributor,Bob,1,10.51,0.03,10.19
2024-03-28,North,Widget A,Retail,Bob,32,11.16,0.19,289.27
2024-07-14,West,Widget C,Online,Derek,80,24.06,0.07,1790.06
2024-12-24,West,Widget B,Retail,Alice,37,45.32,0.17,1391.78
2024-01-08,West,Widget D,Retail,Derek,18,32.19,0.04,556.24
2024-11-18,South,Widget C,Retail,Charlie,6,28.28,0.12,149.32
2024-03-01,West,Widget C,Distributor,Derek,5,36.78,0.01,182.06
2024-06-03,East,Widget C,Online,Alice,35,32.42,0.26,839.68
2024-10-11,South,Widget D,Distributor,Derek,6,27.84,0.02,163.7
2024-07-27,East,Widget D,Retail,Bob,86,46.86,0.13,3506.07
2024-11-20,South,Widget B,Online,Alice,85,32.76,0.01,2756.75
2024-07-14,South,Widget B,Retail,Alice,52,35.61,0.14,1592.48
2024-04-12,North,Widget D,Distributor,Alice,8,45.91,0.29,260.77
2024-08-30,South,Widget C,Online,Eva,96,22.67,0.28,1566.95
2024-09-14,South,Widget A,Distributor,Alice,78,26.73,0.21,1647.1
2024-07-02,North,Widget A,Retail,Bob,26,14.55,0.21,298.86
2024-11-30,South,Widget A,Online,Bob,76,29.6,0.13,1957.15
2024-09-29,North,Widget C,Online,Eva,31,22.61,0.22,546.71
2024-12-01,South,Widget A,Retail,Charlie,45,40.04,0.11,1603.6
2024-03-23,South,Widget A,Retail,Charlie,95,14.34,0.22,1062.59
2024-11-14,West,Widget C,Retail,Bob,80,20.85,0.23,1284.36
2024-08-02,West,Widget D,Online,Eva,92,40.99,0.15,3205.42
2024-08-20,North,Widget B,Distributor,Eva,18,18.56,0.17,277.29
2024-10-03,South,Widget D,Retail,Charlie,22,42.93,0.24,717.79
2024-06-06,West,Widget D,Online,Derek,87,31.72,0.19,2235.31
2024-03-08,South,Widget C,Distributor,Eva,59,16.29,0.18,788.11
2024-04-28,North,Widget C,Distributor,Alice,89,14.79,0.28,947.74
2024-08-28,North,Widget B,Online,Bob,31,17.7,0.08,504.8
2024-10-02,North,Widget D,Retail,Alice,79,48.86,0.14,3319.55
2024-05-19,West,Widget D,Retail,Eva,32,45.71,0.06,1374.96
2024-12-17,East,Widget A,Distributor,Derek,8,28.31,0.11,201.57
2024-08-20,South,Widget C,Online,Eva,45,26.64,0.24,911.09
2024-10-15,East,Widget C,Retail,Eva,90,48.11,0.11,3853.61
2024-06-28,West,Widget C,Retail,Eva,87,22.68,0.18,1617.99
2024-06-22,South,Widget B,Distributor,Charlie,50,42.01,0.19,1701.41
2024-02-16,North,Widget B,Online,Bob,80,35.47,0.09,2582.22
2024-09-26,South,Widget C,Retail,Charlie,42,25.84,0.29,770.55
2024-05-18,South,Widget B,Online,Alice,28,16.17,0.11,402.96
2024-01-10,North,Widget B,Retail,Eva,43,27.97,0.16,1010.28
2024-05-08,North,Widget B,Distributor,Alice,73,23.77,0.19,1405.52
2024-01-04,North,Widget C,Retail,Derek,36,46.02,0.07,1540.75
2024-04-20,East,Widget C,Online,Derek,89,49.34,0.26,3249.53
2024-08-27,South,Widget B,Retail,Bob,80,49.74,0.21,3143.57
2024-04-20,South,Widget C,Retail,Alice,4,43.53,0.01,172.38
2024-06-09,South,Widget D,Distributor,Alice,28,41.31,0.22,902.21
2024-04-22,West,Widget C,Distributor,Bob,6,10.8,0.16,54.43
2024-05-19,North,Widget B,Distributor,Bob,25,47.49,0.18,973.54
2024-11-24,South,Widget B,Retail,Alice,67,10.65,0.13,620.79
2024-12-14,West,Widget C,Retail,Charlie,87,16.08,0.04,1343.0
2024-09-04,East,Widget C,Distributor,Bob,51,35.13,0.14,1540.8
2024-10-24,South,Widget B,Online,Bob,44,36.85,0.29,1151.19
2024-02-07,North,Widget D,Distributor,Bob,57,22.76,0.27,947.04
2024-10-18,North,Widget C,Retail,Alice,72,43.03,0.08,2850.31
2024-11-21,North,Widget B,Distributor,Alice,29,28.94,0.24,637.84
2024-12-15,East,Widget A,Distributor,Alice,97,43.68,0.22,3304.83
2024-11-18,West,Widget D,Distributor,Alice,33,22.89,0.0,755.37
2024-01-09,East,Widget B,Distributor,Alice,91,38.67,0.01,3483.78
2024-06-24,North,Widget A,Online,Alice,56,22.77,0.04,1224.12
2024-09-30,East,Widget D,Online,Charlie,62,25.96,0.24,1223.24
2024-06-03,East,Widget C,Online,Bob,75,41.77,0.2,2506.2
2024-06-09,South,Widget C,Distributor,Bob,11,22.71,0.09,227.33
2024-05-14,North,Widget B,Online,Charlie,3,16.06,0.12,42.4
2024-02-11,South,Widget D,Retail,Charlie,50,27.82,0.03,1349.27
2024-08-13,East,Widget D,Retail,Alice,49,49.16,0.18,1975.25
2024-10-03,North,Widget D,Online,Charlie,28,48.28,0.27,986.84
2024-11-03,South,Widget B,Retail,Derek,38,33.89,0.14,1107.53
2024-06-17,South,Widget B,Distributor,Eva,67,27.52,0.11,1641.02
2024-06-08,West,Widget B,Online,Bob,97,17.77,0.14,1482.37
2024-11-23,North,Widget C,Retail,Eva,4,38.11,0.23,117.38
2024-04-13,East,Widget D,Distributor,Alice,47,40.02,0.29,1335.47
2024-12-16,South,Widget A,Online,Eva,52,32.54,0.02,1658.24
2024-02-13,East,Widget B,Retail,Alice,98,45.29,0.1,3994.58
2024-11-10,North,Widget A,Retail,Alice,50,34.56,0.22,1347.84
2024-09-20,South,Widget C,Online,Derek,63,46.77,0.16,2475.07
2024-09-25,North,Widget C,Online,Derek,62,25.6,0.24,1206.27
2024-12-16,North,Widget C,Online,Eva,63,45.58,0.07,2670.53
2024-03-07,South,Widget B,Retail,Alice,93,35.91,0.07,3105.86
2024-01-23,South,Widget C,Online,Alice,55,45.76,0.22,1963.1
2024-04-22,South,Widget D,Retail,Alice,47,28.55,0.18,1100.32
2024-01-09,North,Widget D,Distributor,Eva,82,46.17,0.24,2877.31
2024-11-04,West,Widget B,Distributor,Charlie,86,44.17,0.28,2735.01
2024-07-19,West,Widget A,Distributor,Bob,64,46.09,0.09,2684.28
2024-03-04,East,Widget B,Retail,Bob,46,37.89,0.18,1429.21
2024-07-30,West,Widget C,Distributor,Alice,29,47.78,0.21,1094.64
2024-07-09,South,Widget D,Retail,Eva,97,14.08,0.02,1338.44
2024-03-05,West,Widget D,Distributor,Eva,17,45.87,0.28,561.45
2024-02-13,North,Widget A,Retail,Bob,7,18.55,0.08,119.46
2024-02-15,South,Widget D,Distributor,Alice,87,16.17,0.14,1209.84
2024-06-08,East,Widget C,Online,Charlie,99,36.39,0.29,2557.85
2024-11-27,West,Widget C,Online,Derek,78,29.98,0.08,2151.36
2024-10-23,South,Widget A,Online,Bob,89,44.41,0.3,2766.74
2024-04-06,North,Widget B,Online,Bob,87,34.35,0.02,2928.68
2024-09-05,East,Widget A,Online,Bob,19,21.64,0.04,394.71
2024-01-01,South,Widget D,Distributor,Bob,94,42.16,0.03,3844.15
2024-05-20,West,Widget D,Retail,Bob,95,35.56,0.14,2905.25
2024-02-26,South,Widget B,Online,Eva,70,49.22,0.16,2894.14
2024-12-12,North,Widget C,Retail,Bob,51,31.26,0.08,1466.72
2024-08-14,North,Widget D,Online,Charlie,19,45.35,0.03,835.8
2024-11-11,West,Widget A,Retail,Eva,83,37.12,0.12,2711.24
2024-08-07,West,Widget D,Retail,Charlie,42,26.2,0.27,803.29
2024-10-10,West,Widget D,Online,Derek,18,26.63,0.16,402.65
2024-04-24,East,Widget A,Retail,Charlie,53,15.73,0.01,825.35
2024-05-12,North,Widget D,Distributor,Charlie,82,18.06,0.01,1466.11
2024-09-03,West,Widget D,Online,Alice,94,29.28,0.09,2504.61
2024-10-04,West,Widget D,Retail,Alice,48,44.94,0.16,1811.98
2024-03-20,South,Widget A,Retail,Charlie,51,25.68,0.12,1152.52
2024-12-02,North,Widget A,Online,Charlie,8,33.47,0.27,195.46
2024-05-31,West,Widget D,Distributor,Charlie,31,16.5,0.3,358.05
2024-02-08,West,Widget A,Distributor,Charlie,56,21.58,0.18,990.95
2024-12-02,East,Widget B,Retail,Bob,11,33.47,0.18,301.9
2024-09-30,East,Widget B,Distributor,Alice,21,21.95,0.04,442.51
2024-08-12,South,Widget C,Retail,Bob,3,14.3,0.28,30.89
2024-12-07,East,Widget C,Distributor,Eva,52,47.73,0.03,2407.5
2024-10-28,West,Widget D,Online,Alice,34,16.86,0.28,412.73
2024-10-25,South,Widget B,Retail,Charlie,25,45.23,0.16,949.83
2024-04-16,North,Widget C,Distributor,Derek,81,32.98,0.01,2644.67
2024-10-08,South,Widget B,Retail,Charlie,10,30.25,0.11,269.23
2024-12-07,North,Widget B,Distributor,Bob,45,23.95,0.05,1023.86
2024-08-09,West,Widget C,Distributor,Eva,27,35.64,0.02,943.03
2024-07-04,East,Widget D,Online,Alice,16,43.03,0.09,626.52
2024-03-07,East,Widget B,Online,Charlie,36,36.6,0.08,1212.19
2024-02-20,South,Widget D,Distributor,Alice,62,45.36,0.2,2249.86
2024-12-05,South,Widget B,Distributor,Charlie,12,34.63,0.17,344.91
2024-05-27,South,Widget C,Retail,Bob,97,38.72,0.27,2741.76
2024-07-19,East,Widget B,Distributor,Eva,50,14.51,0.19,587.66
2024-10-09,East,Widget D,Online,Charlie,80,23.66,0.29,1343.89
2024-09-20,South,Widget C,Online,Derek,58,42.44,0.05,2338.44
2024-01-03,West,Widget C,Retail,Charlie,49,14.89,0.15,620.17
2024-11-25,North,Widget B,Retail,Charlie,98,11.09,0.21,858.59
2024-01-12,East,Widget D,Online,Charlie,88,14.54,0.02,1253.93
2024-04-20,West,Widget D,Online,Alice,86,38.44,0.11,2942.2
2024-04-06,East,Widget B,Distributor,Alice,34,36.01,0.26,906.01
2024-03-27,North,Widget D,Distributor,Derek,54,33.48,0.23,1392.1
2024-12-30,West,Widget A,Retail,Derek,65,19.84,0.21,1018.78
2024-03-07,East,Widget C,Distributor,Alice,87,47.66,0.27,3026.89
2024-01-13,East,Widget D,Online,Alice,3,38.88,0.23,89.81
2024-02-18,West,Widget B,Online,Alice,2,26.4,0.08,48.58
2024-10-13,West,Widget B,Distributor,Bob,37,22.0,0.3,569.8
2024-03-23,North,Widget B,Distributor,Bob,78,41.88,0.03,3168.64
2024-01-04,South,Widget D,Retail,Eva,96,23.67,0.1,2045.09
2024-05-05,South,Widget D,Retail,Charlie,54,28.37,0.27,1118.35
2024-05-23,West,Widget B,Online,Eva,93,45.41,0.24,3209.58
2024-12-24,West,Widget A,Distributor,Derek,29,23.94,0.15,590.12
2024-08-06,East,Widget B,Online,Eva,37,11.49,0.15,361.36
2024-05-21,East,Widget A,Online,Eva,53,25.91,0.2,1098.58
2024-07-06,West,Widget D,Online,Charlie,28,49.27,0.11,1227.81
2024-05-25,West,Widget B,Online,Eva,49,35.03,0.07,1596.32
2024-10-15,South,Widget D,Distributor,Derek,36,14.19,0.25,383.13
2024-09-18,North,Widget C,Distributor,Eva,65,34.78,0.01,2238.09
2024-06-27,West,Widget D,Retail,Eva,63,21.84,0.09,1252.09
2024-09-22,East,Widget C,Online,Charlie,45,11.57,0.1,468.58
2024-12-27,South,Widget C,Online,Alice,93,11.26,0.11,931.99
2024-12-05,North,Widget A,Retail,Charlie,28,27.44,0.08,706.85
2024-11-28,East,Widget B,Retail,Bob,38,15.45,0.01,581.23
2024-06-30,West,Widget A,Retail,Eva,77,14.63,0.1,1013.86
2024-04-30,East,Widget B,Retail,Bob,68,31.51,0.02,2099.83
2024-08-05,North,Widget C,Retail,Bob,34,20.61,0.2,560.59
2024-12-22,West,Widget C,Online,Derek,2,25.25,0.22,39.39
2024-04-07,West,Widget D,Retail,Eva,23,46.78,0.09,979.11
2024-06-13,West,Widget B,Retail,Alice,38,24.12,0.07,852.4
2024-06-25,North,Widget A,Distributor,Eva,6,30.87,0.16,155.58
2024-02-16,North,Widget B,Retail,Derek,42,14.27,0.19,485.47
2024-05-08,East,Widget A,Online,Charlie,49,48.4,0.07,2205.59
2024-03-06,South,Widget A,Distributor,Eva,63,28.91,0.02,1784.9
2024-10-04,South,Widget D,Retail,Alice,83,23.4,0.12,1709.14
2024-07-07,South,Widget B,Online,Alice,61,43.3,0.19,2139.45
2024-03-17,East,Widget B,Distributor,Bob,32,26.15,0.17,694.54
2024-05-13,North,Widget C,Retail,Bob,38,16.54,0.08,578.24
2024-02-23,South,Widget C,Distributor,Derek,92,40.78,0.25,2813.82
2024-12-21,East,Widget B,Retail,Bob,92,11.23,0.05,981.5
2024-12-14,East,Widget D,Retail,Eva,89,11.49,0.08,940.8
2024-12-04,East,Widget C,Distributor,Derek,82,40.3,0.16,2775.86
2024-07-26,South,Widget A,Online,Alice,85,24.16,0.3,1437.52
2024-02-19,West,Widget D,Online,Alice,72,14.86,0.08,984.33
2024-03-01,North,Widget A,Retail,Charlie,98,18.13,0.03,1723.44
2024-06-30,East,Widget D,Distributor,Charlie,76,48.59,0.26,2732.7
2024-06-20,North,Widget C,Distributor,Alice,21,12.79,0.17,222.93
2024-01-10,East,Widget B,Online,Alice,69,40.27,0.25,2083.97
2024-10-11,South,Widget A,Retail,Eva,82,47.85,0.08,3609.8
2024-06-07,South,Widget D,Retail,Charlie,26,45.19,0.29,834.21
2024-12-30,East,Widget C,Retail,Derek,3,44.11,0.19,107.19
2024-10-12,West,Widget C,Online,Alice,29,36.55,0.13,922.16
2024-10-14,South,Widget C,Distributor,Charlie,36,32.42,0.02,1143.78
2024-08-27,West,Widget D,Online,Derek,61,25.16,0.28,1105.03
2024-03-27,North,Widget D,Online,Alice,95,19.45,0.11,1644.5
2024-07-02,East,Widget D,Online,Alice,90,27.65,0.22,1941.03
2024-04-22,West,Widget A,Online,Bob,91,29.08,0.13,2302.26
2024-11-25,West,Widget A,Retail,Charlie,34,17.7,0.27,439.31
2024-02-27,East,Widget D,Retail,Bob,64,49.12,0.05,2986.5
2024-01-11,South,Widget B,Online,Bob,19,17.45,0.28,238.72
2024-01-12,West,Widget C,Distributor,Charlie,51,12.25,0.13,543.53
2024-12-27,West,Widget A,Retail,Derek,96,16.46,0.0,1580.16
2024-05-18,North,Widget C,Retail,Eva,27,26.74,0.24,548.7
2024-09-09,North,Widget A,Online,Bob,13,49.89,0.08,596.68
2024-04-21,West,Widget D,Retail,Alice,73,17.24,0.14,1082.33
2024-05-01,West,Widget B,Retail,Derek,73,37.44,0.08,2514.47
2024-09-20,South,Widget C,Online,Bob,43,11.37,0.08,449.8
2024-12-12,North,Widget D,Retail,Charlie,97,38.4,0.02,3650.3
2024-03-05,South,Widget C,Distributor,Eva,7,20.75,0.04,139.44
2024-04-25,North,Widget C,Retail,Eva,42,21.58,0.21,716.02
2024-02-10,North,Widget D,Online,Charlie,96,14.4,0.01,1368.58
2024-12-08,West,Widget D,Retail,Alice,87,37.94,0.19,2673.63
2024-07-27,North,Widget D,Retail,Eva,17,48.12,0.07,760.78
2024-01-26,West,Widget C,Retail,Derek,2,48.58,0.18,79.67
2024-02-07,East,Widget D,Retail,Alice,52,16.59,0.21,681.52
2024-10-18,South,Widget D,Online,Charlie,74,44.29,0.02,3211.91
2024-12-18,North,Widget A,Retail,Derek,15,36.9,0.21,437.27
2024-07-09,South,Widget D,Distributor,Eva,42,39.3,0.11,1469.03
2024-07-14,South,Widget C,Online,Eva,40,22.76,0.22,710.11
2024-06-27,North,Widget C,Distributor,Derek,31,33.97,0.06,989.89
2024-03-26,East,Widget B,Online,Charlie,37,23.5,0.11,773.86
2024-11-07,West,Widget A,Distributor,Eva,63,41.59,0.05,2489.16
2024-07-21,East,Widget D,Retail,Eva,94,21.67,0.24,1548.1
2024-03-09,South,Widget B,Online,Alice,98,41.81,0.21,3236.93
2024-02-03,South,Widget C,Online,Derek,12,20.34,0.1,219.67
2024-04-15,North,Widget C,Distributor,Alice,98,22.53,0.21,1744.27
2024-05-04,West,Widget C,Distributor,Alice,44,45.3,0.07,1853.68
2024-11-09,West,Widget C,Distributor,Bob,57,35.15,0.27,1462.59
2024-03-02,East,Widget A,Retail,Eva,88,27.19,0.22,1866.32
2024-02-19,East,Widget C,Retail,Alice,68,40.93,0.27,2031.77
2024-10-05,South,Widget C,Distributor,Derek,21,47.5,0.06,937.65
2024-05-08,West,Widget D,Online,Alice,63,48.81,0.1,2767.53
2024-05-23,West,Widget A,Retail,Charlie,65,34.85,0.12,1993.42
2024-03-02,South,Widget A,Distributor,Bob,45,10.64,0.17,397.4
2024-03-05,South,Widget A,Retail,Eva,35,48.36,0.15,1438.71
2024-08-23,South,Widget D,Retail,Bob,50,13.91,0.24,528.58
2024-04-22,South,Widget D,Online,Bob,46,47.86,0.11,1959.39
2024-07-21,South,Widget D,Retail,Charlie,52,10.14,0.1,474.55
2024-01-26,North,Widget B,Online,Bob,37,18.08,0.05,635.51
2024-02-10,North,Widget B,Online,Bob,90,33.99,0.16,2569.64
2024-02-28,West,Widget B,Retail,Derek,12,19.81,0.11,211.57
2024-07-20,East,Widget B,Distributor,Bob,31,43.8,0.14,1167.71
2024-01-21,West,Widget B,Retail,Eva,55,48.04,0.17,2193.03
2024-01-22,North,Widget D,Distributor,Charlie,77,17.97,0.15,1176.14
2024-02-07,North,Widget D,Distributor,Eva,58,38.33,0.23,1711.82
2024-04-06,South,Widget A,Retail,Alice,39,34.45,0.22,1047.97
2024-01-31,East,Widget B,Online,Alice,52,38.59,0.16,1685.61
2024-11-24,South,Widget C,Online,Charlie,43,43.84,0.12,1658.91
2024-01-05,East,Widget B,Online,Eva,92,33.64,0.16,2599.7
2024-06-18,South,Widget C,Retail,Eva,39,20.19,0.05,748.04
2024-03-29,North,Widget D,Online,Derek,60,44.3,0.27,1940.34
2024-03-15,South,Widget A,Retail,Derek,69,12.99,0.3,627.42
2024-12-19,West,Widget D,Retail,Derek,30,36.95,0.01,1097.42
2024-09-15,West,Widget A,Retail,Derek,78,44.23,0.26,2552.96
2024-07-18,West,Widget C,Distributor,Derek,7,32.7,0.09,208.3
2024-03-28,South,Widget B,Distributor,Derek,55,13.29,0.1,657.85
2024-07-05,East,Widget B,Retail,Bob,51,38.98,0.09,1809.06
2024-10-02,South,Widget B,Distributor,Bob,14,30.42,0.3,298.12
2024-10-05,North,Widget D,Distributor,Bob,9,22.43,0.17,167.55
2024-01-29,West,Widget C,Online,Alice,72,21.84,0.27,1147.91
2024-09-30,East,Widget C,Retail,Derek,46,12.51,0.27,420.09
2024-05-27,East,Widget B,Online,Derek,18,14.66,0.26,195.27
2024-04-09,South,Widget C,Distributor,Charlie,39,31.88,0.14,1069.26
2024-05-15,West,Widget B,Online,Bob,13,17.11,0.24,169.05
2024-02-12,West,Widget C,Distributor,Eva,54,27.56,0.2,1190.59
2024-04-21,East,Widget B,Distributor,Derek,41,22.65,0.05,882.22
2024-12-02,East,Widget B,Retail,Derek,55,25.31,0.18,1141.48
2024-08-18,West,Widget B,Online,Bob,54,49.41,0.11,2374.64
2024-12-17,North,Widget B,Online,Eva,50,13.66,0.05,648.85
2024-11-08,East,Widget A,Retail,Eva,7,47.87,0.1,301.58
2024-07-02,North,Widget C,Retail,Derek,22,17.73,0.26,288.64
2024-04-05,South,Widget C,Distributor,Alice,46,39.52,0.28,1308.9
2024-10-04,East,Widget B,Retail,Eva,32,39.31,0.29,893.12
2024-06-18,South,Widget A,Distributor,Alice,98,22.09,0.22,1688.56
2024-02-26,South,Widget C,Retail,Bob,85,42.71,0.11,3231.01
2024-07-24,West,Widget C,Online,Alice,53,25.2,0.24,1015.06
2024-03-25,East,Widget A,Distributor,Derek,56,17.21,0.19,780.65
2024-05-01,North,Widget C,Distributor,Charlie,99,18.61,0.17,1529.18
2024-01-17,East,Widget A,Distributor,Bob,39,45.55,0.14,1527.75
2024-10-26,West,Widget C,Retail,Bob,80,17.28,0.1,1244.16
2024-06-02,East,Widget D,Online,Eva,45,20.24,0.05,865.26
2024-08-30,West,Widget B,Retail,Alice,89,35.92,0.26,2365.69
2024-02-26,South,Widget A,Retail,Bob,99,48.15,0.12,4194.83
2024-02-23,North,Widget A,Retail,Derek,55,44.41,0.21,1929.61
2024-11-15,East,Widget D,Online,Bob,25,29.93,0.29,531.26
2024-02-13,West,Widget D,Online,Eva,16,45.66,0.28,526.0
2024-11-30,North,Widget D,Distributor,Eva,66,34.65,0.05,2172.55
2024-02-12,North,Widget D,Distributor,Charlie,67,15.83,0.26,784.85
2024-08-25,West,Widget C,Retail,Charlie,2,46.03,0.22,71.81
2024-04-27,West,Widget D,Distributor,Alice,82,49.97,0.22,3196.08
2024-09-28,West,Widget C,Retail,Bob,98,40.11,0.05,3734.24
2024-11-19,East,Widget D,Distributor,Bob,68,20.75,0.07,1312.23
2024-11-26,East,Widget D,Distributor,Alice,98,33.08,0.04,3112.17
2024-10-10,West,Widget C,Distributor,Alice,24,29.26,0.2,561.79
2024-03-05,North,Widget B,Online,Derek,3,33.07,0.22,77.38
2024-08-12,South,Widget B,Retail,Derek,10,34.24,0.14,294.46
2024-01-15,West,Widget C,Retail,Derek,30,48.23,0.28,1041.77
2024-07-14,South,Widget C,Online,Charlie,22,24.26,0.07,496.36
2024-06-02,North,Widget D,Distributor,Eva,5,42.12,0.14,181.12
2024-04-07,West,Widget B,Online,Derek,84,12.1,0.08,935.09
2024-01-27,South,Widget C,Online,Eva,52,30.02,0.16,1311.27
2024-03-19,South,Widget B,Retail,Charlie,13,41.6,0.27,394.78
2024-03-29,East,Widget B,Retail,Derek,13,41.79,0.05,516.11
2024-08-17,South,Widget C,Distributor,Charlie,43,28.93,0.2,995.19
2024-10-05,West,Widget A,Retail,Eva,51,30.23,0.02,1510.9
2024-08-19,West,Widget B,Online,Alice,86,42.14,0.06,3406.6
2024-03-17,South,Widget B,Online,Eva,50,24.75,0.06,1163.25
2024-04-16,East,Widget A,Retail,Derek,34,49.15,0.04,1604.26
2024-12-04,South,Widget D,Retail,Derek,3,27.42,0.02,80.61
2024-04-16,South,Widget D,Retail,Eva,9,31.95,0.26,212.79
2024-03-16,East,Widget D,Online,Bob,58,23.44,0.04,1305.14
2024-09-22,West,Widget C,Distributor,Derek,18,46.09,0.16,696.88
2024-03-15,North,Widget A,Retail,Derek,9,48.69,0.13,381.24
2024-12-18,East,Widget C,Retail,Charlie,61,43.28,0.23,2032.86
2024-05-16,North,Widget A,Distributor,Alice,54,12.49,0.16,566.55
2024-10-31,South,Widget D,Online,Derek,88,14.83,0.15,1109.28
2024-10-30,West,Widget D,Retail,Derek,15,32.0,0.18,393.6
2024-03-02,East,Widget C,Retail,Derek,41,15.25,0.18,512.71
2024-12-22,East,Widget D,Online,Bob,67,46.25,0.26,2293.07
2024-03-09,South,Widget D,Distributor,Eva,16,15.65,0.27,182.79
2024-07-27,South,Widget A,Distributor,Alice,58,37.95,0.29,1562.78
2024-05-09,North,Widget B,Distributor,Alice,97,38.35,0.1,3347.96
2024-11-21,East,Widget A,Retail,Eva,64,49.22,0.12,2772.07
2024-11-14,North,Widget D,Distributor,Bob,27,11.81,0.17,264.66
2024-05-30,East,Widget D,Distributor,Charlie,66,30.84,0.19,1648.71
2024-05-07,North,Widget B,Distributor,Alice,47,47.54,0.3,1564.07
2024-12-05,North,Widget C,Online,Charlie,69,21.34,0.2,1177.97
2024-10-08,East,Widget D,Retail,Eva,47,30.91,0.0,1452.77
2024-01-22,North,Widget D,Distributor,Bob,49,34.77,0.25,1277.8
2024-03-17,North,Widget A,Distributor,Eva,18,49.13,0.08,813.59
2024-10-27,North,Widget C,Distributor,Eva,21,42.83,0.17,746.53
2024-05-31,West,Widget C,Distributor,Bob,75,12.85,0.27,703.54
2024-05-12,West,Widget C,Retail,Charlie,75,16.51,0.22,965.84
2024-08-27,North,Widget B,Retail,Derek,8,16.68,0.08,122.76
2024-04-25,West,Widget C,Retail,Bob,99,22.6,0.05,2125.53
2024-04-07,West,Widget D,Online,Bob,2,45.02,0.15,76.53
2024-03-08,South,Widget B,Distributor,Derek,89,40.69,0.19,2933.34
2024-07-25,West,Widget B,Online,Eva,85,35.08,0.24,2266.17
2024-08-15,North,Widget B,Distributor,Alice,34,16.51,0.06,527.66
